"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENST00000492497",25.5769979793618,-0.231748762739436,0.0345853638467739,-6.70077561612968,2.07316174618424e-11,2.31967482130695e-10
"ENST00000470353",52.5746540369076,-0.208603487934439,0.0311318076668016,-6.70065452565706,2.07488056300867e-11,2.3214405886828e-10
"ENST00000552888",25.1994297084959,-0.253591080667125,0.0378465573089282,-6.70050590327543,2.07699208828056e-11,2.32364546117279e-10
"ENST00000543802",17.9162332549902,-0.30165279520206,0.0450202017232464,-6.70038746286426,2.07867631496155e-11,2.32537202461703e-10
"ENST00000372945",68.2560788653246,-0.129996618805402,0.0194019543041125,-6.70018168107155,2.08160571941677e-11,2.32849121403017e-10
"ENST00000569645",140.899027985904,-0.264282742442707,0.0394446343011563,-6.70009361539346,2.08286061206655e-11,2.32973699293138e-10
"ENST00000524539",50.7642949940973,-0.201310014389082,0.0300459485346212,-6.70007186350324,2.08317067986352e-11,2.32992586194008e-10
"ENST00000308769",33.1371295360719,-0.206156348398037,0.0307711340136723,-6.69966691206238,2.08895142126918e-11,2.33623297499415e-10
"ENST00000262915",105.717038383783,-0.161851611769519,0.0241586557778252,-6.69952886691982,2.09092562321256e-11,2.33828237953324e-10
"ENST00000512923",73.5883258195409,0.210256718420798,0.0313841851427712,6.69944806482339,2.09208203215266e-11,2.33941703024734e-10
"ENST00000564834",111.337935585838,-0.147078918695901,0.0219540875523345,-6.69938654226882,2.09296293947314e-11,2.34024347543664e-10
"ENST00000568161",45.5859166416145,0.155715847361504,0.0232434299722568,6.69934891482732,2.09350188489250e-11,2.34068747032563e-10
"ENST00000578574",272.348378904998,-0.371659467580238,0.0554804907643913,-6.69892177339529,2.09962945162150e-11,2.34737946700663e-10
"ENST00000325222",131.735346709926,-0.2001068884913,0.0298715774787604,-6.69890596281975,2.09985659926516e-11,2.34747435286372e-10
"ENST00000414047",66.1805323316642,0.141389701001698,0.0211070618290954,6.69869175286144,2.10293648671467e-11,2.35075814829946e-10
"ENST00000600083",210.617166874367,-0.181543345906754,0.0271034025953135,-6.69817545115703,2.11037800435062e-11,2.35891679730253e-10
"ENST00000586612",46.7816687667491,-0.166461940472127,0.024852422945519,-6.69801656108307,2.1126732892804e-11,2.36132242712052e-10
"ENST00000494800",62.6558745570933,0.215140044098207,0.0321210678699666,6.6977861685403,2.11600582237471e-11,2.36488697864183e-10
"ENST00000398226",50.6712147971262,-0.204354323632621,0.0305118302170001,-6.69754394211208,2.11951507765603e-11,2.3686485418774e-10
"ENST00000434326",43.5915899605407,0.180248434951123,0.0269128778876844,6.69747901741889,2.1204566420107e-11,2.36954028575627e-10
"ENST00000483081",15.7385220386012,-0.274491450738998,0.040984828457609,-6.69739171954588,2.1217233168703e-11,2.3707951845029e-10
"ENST00000357394",104.560419506918,-0.13097196718393,0.0195578056650005,-6.69665960626198,2.13237533390578e-11,2.382536302854e-10
"ENST00000529960",39.9362646076948,-0.22796853500631,0.0340423025909038,-6.6966250122935,2.13287995856741e-11,2.38293875869361e-10
"ENST00000473388",96.7328025760484,0.212088543780584,0.0316731803287729,6.69615559849278,2.13973889860615e-11,2.3904399745184e-10
"ENST00000399247",53.7377610195699,0.208361923028183,0.0311168348766933,6.696115586751,2.14032453651247e-11,2.39093233972471e-10
"ENST00000455551",104.844961213055,-0.166242638213608,0.0248274716076459,-6.69591494618452,2.14326360979396e-11,2.39389138934704e-10
"ENST00000531274",55.1433211650752,-0.245769777840516,0.0367044212171623,-6.69591754046236,2.14322558244197e-11,2.39389138934704e-10
"ENST00000221784",121.755337428101,-0.191309006641757,0.0285714322231848,-6.69581437665964,2.14473828373132e-11,2.39537635135697e-10
"ENST00000485189",52.0435435074095,0.142322341129129,0.0212560995474166,6.69560004701924,2.14788436346064e-11,2.39872771534334e-10
"ENST00000400831",107.519086420687,0.150852289692712,0.0225301214531894,6.69558262285163,2.14814032602335e-11,2.39885120102806e-10
"ENST00000391916",80.8145620436014,0.135846518365806,0.0202890547473342,6.69555679441672,2.14851980296043e-11,2.39911259048222e-10
"ENST00000532239",47.6834954091168,-0.220692430469384,0.0329616022957542,-6.69543999982706,2.15023659382431e-11,2.40086713515225e-10
"ENST00000460577",258.920726846995,-0.289632216805725,0.0432591388977336,-6.69528391423666,2.15253302919334e-11,2.40326860616271e-10
"ENST00000578994",55.3276982261719,0.170152735015774,0.025414169550054,6.69519162058997,2.1538920444094e-11,2.40462320843957e-10
